id,field,text,draft
hide-group-freeze,goal.tie.text,"Does it tie? Watch Cedar Park’s kWh in C9 change to 3,000 and the Total in C11 answer, with the heads frozen in place.",y
hide-group-freeze,closing.1,"The two working columns are grouped, not hidden: a hidden column vanishes and gets forgotten, a grouped one shows its button and folds away when the reader wants the page clean (C7).",y
hide-group-freeze,closing.2,"The title, units, header row and site labels are frozen at B5, so the Report scrolls without losing its heads (C8) — and Cedar Park’s kWh still moves the Total.",y
hide-group-freeze,endState.1,"E:F are grouped and unfolded, and nothing on the Report is hidden",y
hide-group-freeze,endState.2,The panes are frozen at B5,y
challenge-reshape-the-report,title,Challenge: reshape the report,y
challenge-reshape-the-report,brief,"A sister cluster’s KPI report arrived with a site missing, a stale column, uneven widths, a hidden column and nothing frozen: reshape it to house standard, and the totals must still tie.",y
challenge-reshape-the-report,goal.depot-row.text,"The Depot site opened: insert a row inside the block, above the last site, and enter Depot, 1,800 kWh, $828 revenue, $234 energy cost.",y
challenge-reshape-the-report,goal.old-code.text,"Old code in column H is the old platform’s site code: delete the whole column, not just its cells.",y
challenge-reshape-the-report,goal.equal-widths.text,The six figure columns B:G are six different widths: select them from the header row and set Column Width 12.,y
challenge-reshape-the-report,goal.unhide.text,A figure column is hidden — a buyer’s analyst would find it and wonder: unhide it inside the same selection.,y
challenge-reshape-the-report,goal.group-working.text,Gross profit and Avg price in E:F are working columns: group them rather than hiding them.,y
challenge-reshape-the-report,goal.freeze.text,"Freeze the panes at B4 so the title, units, header row and site column stay in view.",y
beat/enter-edit-copy-fill,eyebrow,"Module 1.3 · enter, edit, copy and fill",y
beat/enter-edit-copy-fill,title,A day is missing and the figures have typos.,y
beat/enter-edit-copy-fill,body,"Airport’s Saturday never came through; management emailed the four figures. Enter them, fix the feed in place, and build the Report skeleton from Raw with the clipboard and the fill keys.",y
beat/structure,eyebrow,Module 1.4 · structure,y
beat/structure,title,Cedar Park opened this week.,y
beat/structure,body,"A sixth site row, a margin column, a stale column to remove, and a total that has to follow every edit. Then the widths, heights, groups and frozen panes that make the page readable.",y
beat/format,eyebrow,Module 1.5 · format,y
beat/format,title,Numbers a banker can read.,y
beat/format,body,"Thousands separators, no stray decimals, negatives in parentheses; bold totals with a top border; inputs blue with a light tint; the title centered across the page. House style, applied once and then repeated in a single pass.",y
beat/formulas,eyebrow,Module 1.6 · formulas,y
beat/formulas,title,Make the page live.,y
beat/formulas,body,"Every figure on the Report links to Raw and Inputs, so a corrected feed flows through without retyping. SUM and its family, anchoring with F4, links across sheets, and what each error means.",y
beat/present-and-audit,eyebrow,Module 1.7 · present and audit,y
beat/present-and-audit,title,Sign the page off.,y
beat/present-and-audit,body,"The buyer’s analyst opens page one first. Check the totals tie, the conventions hold, the print fits one page, and nothing is hardcoded that should not be. Then it goes in the pack.",y
micro/enter-tab-direction,title,A row in one run,y
micro/enter-tab-direction,task,"Enter three day names across a row with Tab, and let Enter bring you back under the first.",y
micro/enter-tab-direction,goal.run.text,"On the Report, enter Mon, Tue and Wed in B14:D14 as one Tab run, then Enter: the cursor lands on B15, under Mon.",y
micro/escape-cancels,title,Back out of an entry,y
micro/escape-cancels,task,"Start typing over the title, then throw the entry away with Esc.",y
micro/escape-cancels,goal.esc.text,"Type anything over the Report title in A1, then press Esc: the title is untouched.",y
micro/ctrl-enter-fill,title,Five cells in one press,y
micro/ctrl-enter-fill,task,Put this week’s label in all five site rows with one entry.,y
micro/ctrl-enter-fill,goal.fill.text,"Select the week labels B5:B9, type w/c 15 Sep once and press Ctrl+Enter: all five change together.",y
micro/edit-caret,title,Edit in place,y
micro/edit-caret,task,Add to a cell’s text without retyping it.,y
micro/edit-caret,goal.append.text,"Open B2 with F2 — the caret sits at the end — and add a space and (Austin), so it reads Domain (Austin).",y
micro/find-replace,title,Find a date,y
micro/find-replace,task,Land on the feed’s first Saturday without scrolling.,y
micro/find-replace,goal.find.text,"Ctrl+F, 13-Sep, Enter, then Esc: the cursor is on the feed’s first Saturday, A7.",y
micro/undo-redo,title,Undo and redo,y
micro/undo-redo,task,"Break a figure, take it back, put the break back, take it back again.",y
micro/undo-redo,goal.undo.text,"Overwrite Domain’s first kWh in C2 with 0 and press Enter, then Ctrl+Z: 1070 is back.",y
micro/undo-redo,goal.redo.text,Ctrl+Y puts the 0 back; one more Ctrl+Z restores the feed.,y
micro/copy-cut-paste,title,"Copy, cut, paste",y
micro/copy-cut-paste,task,"Carry the headers down the page, then move the units line.",y
micro/copy-cut-paste,goal.copy.text,Copy the headers C4:E4 with Ctrl+C and paste them over the week labels at C13 with Ctrl+V.,y
micro/copy-cut-paste,goal.cut.text,"Move the units line: cut A2 with Ctrl+X and paste it one row down, on A3.",y
micro/fill-down-right,title,Fill right,y
micro/fill-down-right,task,Correct one label and push it across the row.,y
micro/fill-down-right,goal.right.text,"Retype B13 as w/c 15 Sep, then select B13:G13 and Ctrl+R fills the row from it.",y
micro/paste-special,title,"Values, not formulas",y
micro/paste-special,task,Freeze the total row as numbers in place.,y
micro/paste-special,goal.values.text,"Copy the totals C10:E10, then Paste Special › Values over themselves (Ctrl+Alt+V, V, Enter): the SUMs become plain numbers.",y
micro/replace-all,title,Replace All,y
micro/replace-all,task,Swap last week’s label for this week’s everywhere on the page in one go.,y
micro/replace-all,goal.all.text,"Ctrl+H: find w/c 08 Sep, replace with w/c 15 Sep, Replace All (Alt+A), then Esc — eleven cells change.",y
micro/fill-series,title,Mon to Sat,y
micro/fill-series,task,Type one day and let Fill Series write the rest.,y
micro/fill-series,goal.series.text,"Type Mon in B14, select B14:G14 and Fill Series (Alt H F I S, Enter): the row reads Mon to Sat.",y
micro/insert-delete-rows,title,"A row in, a row out",y
micro/insert-delete-rows,task,Insert a row inside the site block and watch the total follow; then take it out.,y
micro/insert-delete-rows,goal.insert.text,Select Cedar Park’s row 9 and insert a row above it with Ctrl+Shift+=: the Total moves to row 12 and still sums C5:C11.,y
micro/insert-delete-rows,goal.delete.text,"Delete the blank row again with Ctrl+-: the Total is back on row 11, summing C5:C10.",y
micro/ref-error,title,#REF! and back,y
micro/ref-error,task,"Delete a row a formula depends on, read the error, heal it with undo.",y
micro/ref-error,goal.break.text,"On Inputs, delete the wholesale price row 4 with Ctrl+-: the energy bill formula below now shows #REF!.",y
micro/ref-error,goal.heal.text,Ctrl+Z puts the row back and the bill reads =B6*B4 again.,y
micro/column-width,title,Set a width,y
micro/column-width,task,Give the Site column a width you choose.,y
micro/column-width,goal.width.text,Select column A and set Column Width (Alt H O W) to 16.,y
micro/autofit,title,AutoFit,y
micro/autofit,task,Let the column size itself to its longest entry.,y
micro/autofit,goal.fit.text,Select column A and AutoFit it (Alt H O I): it opens out to the title’s full length.,y
micro/wrap-text,title,Wrap a header,y
micro/wrap-text,task,Make a long header wrap inside its column.,y
micro/wrap-text,goal.wrap.text,Land on the Revenue ($) header D4 and wrap it with Alt H W.,y
micro/hide-unhide,title,"Hide, then unhide",y
micro/hide-unhide,task,"Hide two columns the way most people do, then bring them back.",y
micro/hide-unhide,goal.hide.text,Select columns E:F and hide them with Ctrl+0.,y
micro/hide-unhide,goal.unhide.text,"Select across the gap, D:G, and unhide with Ctrl+Shift+).",y
micro/group-ungroup,title,"Group, not hide",y
micro/group-ungroup,task,"Fold two working columns behind an outline button, then ungroup them.",y
micro/group-ungroup,goal.group.text,Select columns E:F and group them with Alt+Shift+→: a button appears above the next column.,y
micro/group-ungroup,goal.ungroup.text,"With E:F still selected, Alt+Shift+← ungroups them.",y
micro/freeze-panes,title,Freeze the heads,y
micro/freeze-panes,task,Keep the header rows and the site column on screen while the page scrolls.,y
micro/freeze-panes,goal.freeze.text,"Land on B5, the first cell below the headers and right of the sites, and Freeze Panes (Alt W F F).",y
micro/freeze-panes,goal.unfreeze.text,Alt W F F again unfreezes them.,y
micro/ctrl-arrow,title,Jump to the edge,y
micro/ctrl-arrow,task,Get to the bottom of the feed and back to the top without scrolling.,y
micro/ctrl-arrow,goal.down.text,"Jump to the last date in the feed, A61.",y
micro/ctrl-arrow,goal.right.text,"Back to the top with Ctrl+↑, then across to the last header, F1.",y
micro/ctrl-home-end,title,Top and bottom,y
micro/ctrl-home-end,task,"Land on the last used cell, then back on A1.",y
micro/ctrl-home-end,goal.end.text,Go to the last used cell on Raw with Ctrl+End.,y
micro/ctrl-home-end,goal.home.text,Back to A1 with Ctrl+Home.,y
